Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2023,Level 3,CC41,Printing,Dollars (millions),H22,Closing stocks,Financial performance,127,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H23,Surplus before income tax,Financial performance,107,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H24,Total assets,Financial position,958,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H25,Current assets,Financial position,466,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H26,Fixed tangible assets,Financial position,209,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H27,Additions to fixed assets,Financial position,40,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H28,Disposals of fixed assets,Financial position,14,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H29,Other assets,Financial position,282,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H30,Total equity and liabilities,Financial position,958,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,373,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H32,Current liabilities,Financial position,364,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars (millions),H33,Other liabilities,Financial position,221,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars,H34,Total income per employee count,Financial ratios,247300,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Dollars,H35,Surplus per employee count,Financial ratios,17600,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Percentage,H36,Current ratio,Financial ratios,128,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Percentage,H37,Quick ratio,Financial ratios,93,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,25,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Percentage,H39,Return on equity,Financial ratios,29,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 groups C161 and C162
2023,Level 3,CC41,Printing,Percentage,H41,Liabilities structure,Financial ratios,39,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H01,Total income,Financial performance,1505,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,116,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H03,Sales of other goods and services,Financial performance,1383,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,2,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,2,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H07,Non-operating income,Financial performance,2,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H08,Total expenditure,Financial performance,1413,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H09,Interest and donations,Financial performance,13,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H10,Indirect taxes,Financial performance,8,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H11,Depreciation,Financial performance,51,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H12,Salaries and wages paid,Financial performance,425,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,87,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,812,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H20,Non-operating expenses,Financial performance,17,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H21,Opening stocks,Financial performance,113,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H22,Closing stocks,Financial performance,127,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H23,Surplus before income tax,Financial performance,107,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H24,Total assets,Financial position,958,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H25,Current assets,Financial position,466,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H26,Fixed tangible assets,Financial position,209,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H27,Additions to fixed assets,Financial position,40,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H28,Disposals of fixed assets,Financial position,14,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H29,Other assets,Financial position,282,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H30,Total equity and liabilities,Financial position,958,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,373,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H32,Current liabilities,Financial position,364,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars (millions),H33,Other liabilities,Financial position,221,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars,H34,Total income per employee count,Financial ratios,247300,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Dollars,H35,Surplus per employee count,Financial ratios,17600,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Percentage,H36,Current ratio,Financial ratios,128,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Percentage,H37,Quick ratio,Financial ratios,93,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,25,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Percentage,H39,Return on equity,Financial ratios,29,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 groups C161 and C162
2023,Level 4,CC411,Printing,Percentage,H41,Liabilities structure,Financial ratios,39,ANZSIC06 groups C161 and C162
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,112,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,9,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,102,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,0,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,0,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,110,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,1,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,0,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,C,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,16,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,7,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,75,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,38,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,40,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,3,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,157,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,94,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,23,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,8,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,1,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H29,Other assets,Financial position,41,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,157,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,74,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,42,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,41,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,712500,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,21400,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H36,Current ratio,Financial ratios,223,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H37,Quick ratio,Financial ratios,129,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,21,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H39,Return on equity,Financial ratios,5,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H40,Return on total assets,Financial ratios,2,ANZSIC06 group C170
2023,Level 3,CC51,Petroleum and Coal Product Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,112,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,9,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,102,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,0,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,0,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,110,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,1,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,0,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,C,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,16,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,7,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,75,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,C,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,38,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,40,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,3,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H24,Total assets,Financial position,157,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H25,Current assets,Financial position,94,ANZSIC06 group C170
2023,Level 4,CC511,Petroleum and Coal Product Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,23,ANZSIC06 group C170
